code,city_name,area_name,region_name
E_36_4010,高雄市,茂林區,卡布諾幹段
E_36_4011,高雄市,茂林區,達戶段
E_36_4012,高雄市,茂林區,卡達納段
E_36_4013,高雄市,茂林區,道尼格段
E_36_4014,高雄市,茂林區,達拉美麗段
E_36_4015,高雄市,茂林區,伯樂伯樂段
E_36_4016,高雄市,茂林區,阿查伴段
E_36_4017,高雄市,茂林區,足抓了段
E_36_4018,高雄市,茂林區,伊贊段
E_36_4019,高雄市,茂林區,得波那段
E_36_4020,高雄市,茂林區,地固集段
E_36_4021,高雄市,茂林區,多納塔巴卡呢段
E_37_4100,高雄市,桃源區,天池段
E_37_4101,高雄市,桃源區,檜谷段
E_37_4102,高雄市,桃源區,禮觀段
E_37_4103,高雄市,桃源區,梅山段
E_37_4104,高雄市,桃源區,梅山段一小段
E_37_4105,高雄市,桃源區,樟山段
E_37_4106,高雄市,桃源區,樟山段一小段
E_37_4107,高雄市,桃源區,復興段
E_37_4108,高雄市,桃源區,梅蘭段
E_37_4109,高雄市,桃源區,勤和段
E_37_4110,高雄市,桃源區,桃源段
E_37_4111,高雄市,桃源區,舊社段
E_37_4112,高雄市,桃源區,高中段
E_37_4113,高雄市,桃源區,馬里段
E_37_4114,高雄市,桃源區,藤枝段
E_37_4115,高雄市,桃源區,藤枝段一小段
E_37_4116,高雄市,桃源區,寶山段
E_37_4117,高雄市,桃源區,建山段
E_37_4118,高雄市,桃源區,樂樂段
E_37_4119,高雄市,桃源區,美蘭段
E_37_4120,高雄市,桃源區,拉庫段
E_37_4121,高雄市,桃源區,多尾段
E_37_4122,高雄市,桃源區,六溪段
E_37_4123,高雄市,桃源區,拉夫段
E_37_4124,高雄市,桃源區,八溪段
E_37_4125,高雄市,桃源區,九溪段
E_37_4126,高雄市,桃源區,楠溪段
E_37_4127,高雄市,桃源區,玉南段
E_37_4128,高雄市,桃源區,東丸段
E_37_4129,高雄市,桃源區,南面段
E_37_4130,高雄市,桃源區,玉德段
E_37_4131,高雄市,桃源區,雲峰段
E_37_4132,高雄市,桃源區,南雙段
E_37_4133,高雄市,桃源區,三叉段
E_37_4134,高雄市,桃源區,來山段
E_37_4135,高雄市,桃源區,玉東段
E_37_4136,高雄市,桃源區,馬江段
E_37_4137,高雄市,桃源區,安東段
E_37_4138,高雄市,桃源區,鹿山段
E_37_4139,高雄市,桃源區,呼頌段
E_37_4140,高雄市,桃源區,阿朗段
E_37_4141,高雄市,桃源區,烏瑪斯段
E_37_4142,高雄市,桃源區,哈力路段
E_37_4143,高雄市,桃源區,阿莉絲段
E_37_4144,高雄市,桃源區,達亥段
E_37_4145,高雄市,桃源區,比沙路段
E_37_4146,高雄市,桃源區,巴拉戶段
E_37_4147,高雄市,桃源區,伊比段
E_37_4148,高雄市,桃源區,阿莉段
E_37_4149,高雄市,桃源區,勞翁段
E_37_4150,高雄市,桃源區,阿姆樂段
E_37_4151,高雄市,桃源區,妮姆段
E_37_4152,高雄市,桃源區,媽訝段
E_37_4153,高雄市,桃源區,達妮芙段
E_37_4154,高雄市,桃源區,阿併段
E_37_4155,高雄市,桃源區,烏力段
E_37_4156,高雄市,桃源區,伊斯坦大段
E_37_4157,高雄市,桃源區,基伴段
E_37_4158,高雄市,桃源區,莎妮段
E_37_4159,高雄市,桃源區,達卡鬧段
E_37_4160,高雄市,桃源區,拉瑪達段
E_37_4161,高雄市,桃源區,慕拉絲段
E_37_4162,高雄市,桃源區,阿力曼段
E_37_4163,高雄市,桃源區,布妮段
E_37_4164,高雄市,桃源區,書帕利段
E_37_4165,高雄市,桃源區,拉伕朗段
E_37_4166,高雄市,桃源區,巴力段
E_37_4167,高雄市,桃源區,伊斯里斷段
E_37_4168,高雄市,桃源區,鳳崗段
E_37_4169,高雄市,桃源區,馬舒嘩段
E_37_4170,高雄市,桃源區,塔拉葛渣泥段
E_37_4171,高雄市,桃源區,埋阿打啊呼段
E_37_4172,高雄市,桃源區,米珠歌伊段
E_37_4173,高雄市,桃源區,瑪蘇希嚕段
E_37_4174,高雄市,桃源區,嘎那唔段
E_37_4175,高雄市,桃源區,布那斯段
E_37_4176,高雄市,桃源區,達唔古拉段
E_37_4177,高雄市,桃源區,撒拉望段
E_37_4178,高雄市,桃源區,巴里杜布段
E_37_4179,高雄市,桃源區,瑪拉斯段
E_37_4180,高雄市,桃源區,點當安段
E_38_4300,高雄市,那瑪夏區,南沙魯段
E_38_4301,高雄市,那瑪夏區,瑪雅段
E_38_4302,高雄市,那瑪夏區,達卡努瓦段
E_38_4303,高雄市,那瑪夏區,吉墨樂段
E_38_4304,高雄市,那瑪夏區,瀰富羅段
E_38_4305,高雄市,那瑪夏區,瀰富羅段一小段
E_38_4306,高雄市,那瑪夏區,瀰漓扎實段
E_38_4307,高雄市,那瑪夏區,托亞奇伊段
E_38_4308,高雄市,那瑪夏區,達悟芒段
E_38_4309,高雄市,那瑪夏區,可包娃段
E_38_4310,高雄市,那瑪夏區,得樂富絲段
E_38_4311,高雄市,那瑪夏區,達那烏茲段
E_38_4312,高雄市,那瑪夏區,瀰瀰漓段
E_38_4313,高雄市,那瑪夏區,阿里外段
E_38_4314,高雄市,那瑪夏區,拉祖魯鞥段
E_38_4315,高雄市,那瑪夏區,吧杜地巴利段
E_38_4316,高雄市,那瑪夏區,昂娃那段
E_38_4317,高雄市,那瑪夏區,那都魯薩段
E_38_4318,高雄市,那瑪夏區,扎棧達威吉段
E_38_4319,高雄市,那瑪夏區,達魯粽段
E_38_4320,高雄市,那瑪夏區,卡那富段
E_38_4321,高雄市,那瑪夏區,那布妮亞段
F_01_0300,新北市,新莊區,頭前段頭前小段
F_01_0307,新北市,新莊區,海山頭段三角子小段
F_01_0308,新北市,新莊區,海山頭段石龜小段
F_01_0309,新北市,新莊區,埤角段頂埤角小段
F_01_0316,新北市,新莊區,中港厝段
F_01_0317,新北市,新莊區,頂坡角段頂坡角小段
F_01_0318,新北市,新莊區,頂坡角段啞口坑小段
F_01_0319,新北市,新莊區,十八份坑段十八份坑小段
F_01_0320,新北市,新莊區,十八份坑段長窠子小段
F_01_0403,新北市,新莊區,中正段
F_01_0404,新北市,新莊區,輔大段
F_01_0406,新北市,新莊區,思賢段
F_01_0407,新北市,新莊區,自立段
F_01_0408,新北市,新莊區,中誠段
F_01_0409,新北市,新莊區,中泰段
F_01_0410,新北市,新莊區,自強段
F_01_0411,新北市,新莊區,復興段
F_01_0412,新北市,新莊區,思源段
F_01_0414,新北市,新莊區,新工段一小段
F_01_0415,新北市,新莊區,新工段二小段
F_01_0416,新北市,新莊區,文明段
F_01_0417,新北市,新莊區,化成段
F_01_0418,新北市,新莊區,鴻福段
F_01_0419,新北市,新莊區,恒安段
F_01_0420,新北市,新莊區,立德段
F_01_0421,新北市,新莊區,文德段
F_01_0422,新北市,新莊區,全安段
F_01_0423,新北市,新莊區,忠孝段
F_01_0424,新北市,新莊區,榮和段
F_01_0426,新北市,新莊區,瓊林段
F_01_0427,新北市,新莊區,建國段
F_01_0428,新北市,新莊區,民安段
F_01_0429,新北市,新莊區,光明段
F_01_0430,新北市,新莊區,光榮段
F_01_0431,新北市,新莊區,公正段
F_01_0432,新北市,新莊區,公館段
F_01_0433,新北市,新莊區,光華段
F_01_0434,新北市,新莊區,新樹段
F_01_0435,新北市,新莊區,豐年段
F_01_0436,新北市,新莊區,瓊泰段
F_01_0437,新北市,新莊區,後港段
F_01_0438,新北市,新莊區,富國段
F_01_0439,新北市,新莊區,福營段
F_01_0440,新北市,新莊區,四維段
F_01_0441,新北市,新莊區,立言段
F_01_0443,新北市,新莊區,安泰段
F_01_0444,新北市,新莊區,安和段
F_01_0445,新北市,新莊區,裕民段
F_01_0446,新北市,新莊區,龍鳳段
F_01_0447,新北市,新莊區,合鳳段
F_01_0448,新北市,新莊區,丹鳳段
F_01_0449,新北市,新莊區,雙鳳段
F_01_0450,新北市,新莊區,興化段
F_01_0451,新北市,新莊區,福基段
F_01_0452,新北市,新莊區,頭興段
F_01_0453,新北市,新莊區,幸福段
F_01_0454,新北市,新莊區,昌隆段
F_01_0455,新北市,新莊區,和平段
F_01_0456,新北市,新莊區,榮富段
F_01_0491,新北市,新莊區,景德段
F_01_0494,新北市,新莊區,中原段
F_01_0495,新北市,新莊區,副都心段一小段
F_01_0498,新北市,新莊區,信華段二小段
F_01_0499,新北市,新莊區,副都心段三小段
F_01_2200,新北市,新莊區,副都心段四小段
F_01_2201,新北市,新莊區,副都心段五小段
F_01_2202,新北市,新莊區,副都心段六小段
F_01_2203,新北市,新莊區,副都心段七小段
F_01_2204,新北市,新莊區,副都心段八小段
F_01_2205,新北市,新莊區,副都心段九小段
F_01_2206,新北市,新莊區,中原段一小段
F_01_2207,新北市,新莊區,中原段二小段
F_01_2210,新北市,新莊區,新豐段
F_01_2221,新北市,新莊區,新知段
F_01_2226,新北市,新莊區,中環段
F_01_2227,新北市,新莊區,信華段三小段
F_01_2237,新北市,新莊區,壽山段
F_01_2238,新北市,新莊區,青山段
F_02_0322,新北市,林口區,南勢埔段南勢埔小段
F_02_0323,新北市,林口區,南勢埔段頭湖小段
F_02_0324,新北市,林口區,南勢埔段大牛稠小段
F_02_0325,新北市,林口區,南勢埔段員堀子小段
F_02_0326,新北市,林口區,南勢埔段大崙小段
F_02_0328,新北市,林口區,南勢埔段南勢埔尾小段
F_02_0330,新北市,林口區,南勢埔段過崙子小段
F_02_0331,新北市,林口區,太平嶺段
F_02_0332,新北市,林口區,菁埔段菁埔小段
F_02_0333,新北市,林口區,菁埔段中湖小段
F_02_0334,新北市,林口區,菁埔段樹林口小段
F_02_0335,新北市,林口區,菁埔段東湖小段
F_02_0336,新北市,林口區,菁埔段湖子小段
F_02_0337,新北市,林口區,菁埔段三塊厝小段
F_02_0338,新北市,林口區,菁埔段粉寮水尾小段
F_02_0339,新北市,林口區,菁埔段後湖小段
F_02_0340,新北市,林口區,菁埔段新寮小段
F_02_0341,新北市,林口區,菁埔段漳洲寮小段
F_02_0342,新北市,林口區,瑞樹坑段瑞樹坑小段
F_02_0343,新北市,林口區,瑞樹坑段後坑小段
F_02_0344,新北市,林口區,小南灣段頂福小段
F_02_0345,新北市,林口區,小南灣段下福小段
F_02_0346,新北市,林口區,大南灣段寶斗厝坑小段
F_02_0347,新北市,林口區,大南灣段嘉溪子坑小段
F_02_0351,新北市,林口區,工二段
F_02_0405,新北市,林口區,國宅段
F_02_0465,新北市,林口區,麗林段
F_02_0466,新北市,林口區,力行段
F_02_0467,新北市,林口區,建林段
F_02_0468,新北市,林口區,新林段
F_02_2211,新北市,林口區,林口段
F_02_2212,新北市,林口區,行政段
F_02_2213,新北市,林口區,麗林一段
F_02_2214,新北市,林口區,麗林二段
F_02_2215,新北市,林口區,竹林段
F_02_2216,新北市,林口區,佳林段
F_02_2246,新北市,林口區,東林段
F_02_2247,新北市,林口區,湖北段
F_02_2248,新北市,林口區,中湖段
F_02_2249,新北市,林口區,瑞平段
F_02_2250,新北市,林口區,太平一段
F_02_2251,新北市,林口區,太平二段
F_02_2252,新北市,林口區,嘉寶一段
F_02_2253,新北市,林口區,新頭湖段
F_03_0352,新北市,五股區,五股坑段五股坑小段
F_03_0353,新北市,五股區,五股坑段壟坑小段
F_03_0354,新北市,五股區,五股坑段冷水坑小段
F_03_0355,新北市,五股區,水碓段水碓小段
F_03_0356,新北市,五股區,水碓段水碓窠小段
F_03_0357,新北市,五股區,水碓段塭底小段
F_03_0358,新北市,五股區,石土地公段石土地公小段
F_03_0359,新北市,五股區,石土地公段外寮小段
F_03_0360,新北市,五股區,石土地公段蓬萊坑小段
F_03_0361,新北市,五股區,更寮段更寮小段
F_03_0362,新北市,五股區,更寮段褒子寮小段
F_03_0363,新北市,五股區,更寮段洲子尾小段
F_03_0364,新北市,五股區,更寮段鴨母港小段
F_03_0365,新北市,五股區,更寮段下竹圍小段
F_03_0366,新北市,五股區,更寮段樹林頭小段
F_03_0367,新北市,五股區,更寮段羅古小段
F_03_0368,新北市,五股區,洲子段洲子小段
F_03_0369,新北市,五股區,洲子段御史坑小段
F_03_0370,新北市,五股區,新塭段新塭小段
F_03_0372,新北市,五股區,成子寮段成子寮小段
F_03_0373,新北市,五股區,成子寮段獅子頭小段
F_03_0374,新北市,五股區,成子寮段北勢坑小段
F_03_0375,新北市,五股區,觀音坑段坑口小段
F_03_0376,新北市,五股區,觀音坑段直坑小段
F_03_0377,新北市,五股區,觀音坑段崩山小段
F_03_0378,新北市,五股區,觀音坑段中坑小段
F_03_0379,新北市,五股區,觀音坑段內岩小段
F_03_0380,新北市,五股區,觀音坑段田子埔小段
F_03_0381,新北市,五股區,觀音坑段福隆山小段
F_03_0413,新北市,五股區,五工段
F_03_0425,新北市,五股區,石德段
F_03_0492,新北市,五股區,御史段
F_03_0493,新北市,五股區,成功段
F_03_2208,新北市,五股區,成州段
F_03_2209,新北市,五股區,芳洲段
F_03_2217,新北市,五股區,德音段
F_03_2218,新北市,五股區,登林段
F_03_2219,新北市,五股區,陸光段
F_03_2220,新北市,五股區,五股段
F_03_2222,新北市,五股區,成蘆段
F_03_2223,新北市,五股區,成福段
F_03_2224,新北市,五股區,成泰段
F_03_2225,新北市,五股區,中興段
F_03_2239,新北市,五股區,成子寮段
F_03_2240,新北市,五股區,觀音東段
F_03_2241,新北市,五股區,觀音西段
F_03_2242,新北市,五股區,五股坑一段
F_03_2243,新北市,五股區,五股坑二段
F_03_2244,新北市,五股區,五股坑三段
F_03_2245,新北市,五股區,福德段
F_04_1734,新北市,蘆洲區,光華段
F_04_1735,新北市,蘆洲區,重陽段
F_04_1742,新北市,蘆洲區,復興段
F_04_1743,新北市,蘆洲區,民族段
F_04_1744,新北市,蘆洲區,民權段
F_04_1745,新北市,蘆洲區,民生段
F_04_1746,新北市,蘆洲區,保新段
F_04_1747,新北市,蘆洲區,保佑段
F_04_1748,新北市,蘆洲區,保和段
F_04_1749,新北市,蘆洲區,集賢段
F_04_1750,新北市,蘆洲區,鷺江段
F_04_1751,新北市,蘆洲區,信義段
F_04_1752,新北市,蘆洲區,成功段
F_04_1753,新北市,蘆洲區,和平段
F_04_1754,新北市,蘆洲區,民義段
F_04_1755,新北市,蘆洲區,樹德段
F_04_1756,新北市,蘆洲區,中山段
F_04_1757,新北市,蘆洲區,中原段
F_04_1758,新北市,蘆洲區,光明段
F_04_1759,新北市,蘆洲區,九芎段
F_04_1762,新北市,蘆洲區,正義段
F_05_1717,新北市,三重區,重新段壹小段
F_05_1724,新北市,三重區,幸福段
F_05_1725,新北市,三重區,永安段
F_05_1726,新北市,三重區,仁愛段
F_05_1727,新北市,三重區,仁義段
F_05_1728,新北市,三重區,五華段
F_05_1729,新北市,三重區,碧華段
F_05_1730,新北市,三重區,新海段
F_05_1731,新北市,三重區,永德段
F_05_1732,新北市,三重區,忠孝段
F_05_1733,新北市,三重區,仁興段
F_05_1736,新北市,三重區,龍濱段
F_05_1737,新北市,三重區,龍門段
F_05_1738,新北市,三重區,三和段
F_05_1739,新北市,三重區,正義段
F_05_1740,新北市,三重區,安慶段
F_05_1741,新北市,三重區,大智段
F_05_1760,新北市,三重區,光榮段
F_05_1761,新北市,三重區,長樂段
F_05_1763,新北市,三重區,正義北段
F_05_1764,新北市,三重區,長壽段
F_05_1765,新北市,三重區,文化北段
F_05_1766,新北市,三重區,福德北段
F_05_1767,新北市,三重區,大同南段
F_05_1768,新北市,三重區,光興段
F_05_1769,新北市,三重區,福德南段
F_05_1770,新北市,三重區,富貴段
F_05_1771,新北市,三重區,大仁段
F_05_1772,新北市,三重區,正民段
F_05_1773,新北市,三重區,明志段
F_05_1774,新北市,三重區,德新段
F_05_1775,新北市,三重區,雙園段
F_05_1776,新北市,三重區,三民段
F_05_1777,新北市,三重區,錦田段
F_05_1778,新北市,三重區,田安段
F_05_1779,新北市,三重區,中華段
F_05_1780,新北市,三重區,興華段
F_05_1781,新北市,三重區,過田段
F_05_1782,新北市,三重區,菜寮段
F_05_1783,新北市,三重區,中民段
F_05_1784,新北市,三重區,大安段
F_05_1785,新北市,三重區,集美段
F_05_1786,新北市,三重區,大有段
F_05_1787,新北市,三重區,二重段
F_05_1788,新北市,三重區,成功段
F_05_1789,新北市,三重區,疏洪段
F_05_1790,新北市,三重區,頂崁段
F_05_1791,新北市,三重區,興德段
F_05_1792,新北市,三重區,中興段
F_05_1793,新北市,三重區,五谷王一段
F_05_1794,新北市,三重區,三重段
F_05_1795,新北市,三重區,五谷王段
F_05_1796,新北市,三重區,仁信段
F_06_0382,新北市,泰山區,泰山段一小段
F_06_0383,新北市,泰山區,泰山段二小段
F_06_0384,新北市,泰山區,泰山段三小段
F_06_0391,新北市,泰山區,楓樹腳段楓樹腳小段
F_06_0392,新北市,泰山區,貴子坑段
F_06_0393,新北市,泰山區,大窠坑段大窠坑小段
F_06_0394,新北市,泰山區,大窠坑段柯厝坑小段
F_06_0395,新北市,泰山區,大窠坑段錢厝坑小段
F_06_0396,新北市,泰山區,大窠坑段橫窠子小段
F_06_0397,新北市,泰山區,大窠坑段半山子小段
F_06_0398,新北市,泰山區,大窠坑段犂頭窠小段
F_06_0400,新北市,泰山區,山腳段大窠口小段
F_06_0457,新北市,泰山區,楓江段
F_06_0458,新北市,泰山區,同興段
F_06_0459,新北市,泰山區,泰林段
F_06_0460,新北市,泰山區,黎明段
F_06_0461,新北市,泰山區,同榮段
F_06_0462,新北市,泰山區,南林段
F_06_0463,新北市,泰山區,明志段
F_06_0464,新北市,泰山區,中山段
F_06_0469,新北市,泰山區,新林段一小段
F_06_0470,新北市,泰山區,新林段二小段
F_06_0471,新北市,泰山區,新林段三小段
F_06_0472,新北市,泰山區,新林段四小段
F_06_0473,新北市,泰山區,新林段五小段
F_06_0474,新北市,泰山區,新林段六小段
F_06_0475,新北市,泰山區,新林段七小段
F_06_0476,新北市,泰山區,新林段八小段
F_06_0477,新北市,泰山區,新林段九小段
F_06_0478,新北市,泰山區,新林段十小段
F_06_0479,新北市,泰山區,新林段十一小段
F_06_0480,新北市,泰山區,新林段十二小段
F_06_0481,新北市,泰山區,新林段十三小段
F_06_0482,新北市,泰山區,新林段十四小段
F_06_0483,新北市,泰山區,新林段十五小段
F_06_0484,新北市,泰山區,新林段十六小段
F_06_0485,新北市,泰山區,新林段十七小段
F_06_0486,新北市,泰山區,新林段十八小段
F_06_0487,新北市,泰山區,新林段十九小段
F_06_0488,新北市,泰山區,新林段二十小段
F_06_0489,新北市,泰山區,新林段二一小段
F_06_0490,新北市,泰山區,新林段二二小段
F_06_0496,新北市,泰山區,副都心段二小段
F_06_0497,新北市,泰山區,信華段一小段
F_06_2228,新北市,泰山區,信華段五小段
F_06_2229,新北市,泰山區,福興段
F_06_2230,新北市,泰山區,同興一段
F_06_2231,新北市,泰山區,文程段
F_06_2232,新北市,泰山區,貴和段
F_06_2233,新北市,泰山區,新泰段
F_06_2234,新北市,泰山區,橫窠段
F_06_2235,新北市,泰山區,大窠段
F_06_2236,新北市,泰山區,自強段
F_07_0506,新北市,新店區,安坑段頂城小段
F_07_0507,新北市,新店區,安坑段下城小段
F_07_0508,新北市,新店區,安坑段頭城小段
F_07_0509,新北市,新店區,安坑段二城小段
F_07_0510,新北市,新店區,安坑段三城小段
F_07_0511,新北市,新店區,安坑段四城小段
F_07_0512,新北市,新店區,安坑段五城小段
F_07_0513,新北市,新店區,安坑段柴埕小段
F_07_0514,新北市,新店區,安坑段十四分小段
F_07_0515,新北市,新店區,安坑段上五十六分小段
F_07_0516,新北市,新店區,安坑段下五十六分小段
F_07_0517,新北市,新店區,安坑段六十三分小段
F_07_0518,新北市,新店區,安坑段二叭子小段
F_07_0519,新北市,新店區,安坑段石頭厝小段
F_07_0520,新北市,新店區,安坑段芊蓁湖小段
F_07_0521,新北市,新店區,安坑段大坪腳小段
F_07_0522,新北市,新店區,安坑段大湖底小段
F_07_0523,新北市,新店區,安坑段大坪頂小段
F_07_0524,新北市,新店區,安坑段大茅埔小段
F_07_0526,新北市,新店區,安坑段內挖子小段
F_07_0527,新北市,新店區,安坑段深坑子小段
F_07_0528,新北市,新店區,安坑段小粗坑小段
F_07_0529,新北市,新店區,安坑段大粗坑小段
F_07_0530,新北市,新店區,安坑段溪洲小段
F_07_0531,新北市,新店區,安坑段溪西小段
F_07_0532,新北市,新店區,安坑段木柵小段
F_07_0533,新北市,新店區,安坑段南興小段
F_07_0534,新北市,新店區,安坑段樟荖寮小段
F_07_0535,新北市,新店區,安坑段公館崙小段
F_07_0536,新北市,新店區,安坑段三城湖小段
F_07_0537,新北市,新店區,安坑段一股坡小段
F_07_0538,新北市,新店區,安坑段豬肚山小段
F_07_0539,新北市,新店區,安坑段大楠坑小段
F_07_0540,新北市,新店區,安坑段九甲三小段
F_07_0541,新北市,新店區,安坑段薏仁坑小段
F_07_0542,新北市,新店區,直潭段直潭小段
F_07_0543,新北市,新店區,直潭段灣潭小段
F_07_0544,新北市,新店區,直潭段塗潭小段
F_07_0545,新北市,新店區,直潭段過橋坑小段
F_07_0546,新北市,新店區,直潭段蘆竹濫小段
F_07_0547,新北市,新店區,直潭段小粗坑小段
F_07_0548,新北市,新店區,直潭段赤皮湖小段
F_07_0549,新北市,新店區,直潭段屈尺小段
F_07_0550,新北市,新店區,直潭段湖子內小段
F_07_0551,新北市,新店區,直潭段康雅崙小段
F_07_0552,新北市,新店區,直潭段頂石厝小段
F_07_0553,新北市,新店區,直潭段猴湖小段
F_07_0554,新北市,新店區,直潭段磺窟小段
F_07_0555,新北市,新店區,直潭段廣興小段
F_07_0556,新北市,新店區,直潭段下石厝小段
F_07_0557,新北市,新店區,直潭段中溪洲小段
F_07_0558,新北市,新店區,直潭段小坑小段
F_07_0559,新北市,新店區,青潭段蕃薯寮小段
F_07_0560,新北市,新店區,青潭段楣子寮小段
F_07_0561,新北市,新店區,青潭段六分小段
F_07_0562,新北市,新店區,青潭段十分小段
F_07_0563,新北市,新店區,青潭段十二分小段
F_07_0564,新北市,新店區,青潭段四十分小段
F_07_0565,新北市,新店區,青潭段十六分小段
F_07_0566,新北市,新店區,青潭段員潭子坑小段
F_07_0567,新北市,新店區,青潭段稻子園坑小段
F_07_0568,新北市,新店區,青潭段油車坑小段
F_07_0569,新北市,新店區,青潭段湖閃坑小段
F_07_0570,新北市,新店區,青潭段雙坑小段
F_07_0571,新北市,新店區,青潭段磜子頭小段
F_07_0572,新北市,新店區,青潭段大崎腳小段
F_07_0573,新北市,新店區,青潭段土崎頭小段
F_07_0574,新北市,新店區,青潭段德高嶺小段
F_07_0575,新北市,新店區,青潭段濕水子小段
F_07_0576,新北市,新店區,青潭段青潭小段
F_07_0577,新北市,新店區,平廣段
F_07_0578,新北市,新店區,龜山段龜山小段
F_07_0579,新北市,新店區,龜山段大粗坑小段
F_07_0754,新北市,新店區,安坑段車子路小段
F_07_0756,新北市,新店區,秀岡段
F_07_0757,新北市,新店區,華城一段
F_07_0758,新北市,新店區,華城二段
F_07_0759,新北市,新店區,花園段
F_07_0761,新北市,新店區,中正段
F_07_0762,新北市,新店區,中華段
F_07_0763,新北市,新店區,民權段
F_07_0764,新北市,新店區,大豐段
F_07_0765,新北市,新店區,建國段
F_07_0766,新北市,新店區,明德段
F_07_0767,新北市,新店區,中央段
F_07_0768,新北市,新店區,莊敬段
F_07_0769,新北市,新店區,復興段
F_07_0770,新北市,新店區,順安段
F_07_0771,新北市,新店區,寶元段
F_07_0772,新北市,新店區,禾豐一段
F_07_0773,新北市,新店區,禾豐二段
F_07_0775,新北市,新店區,福園段
F_07_0776,新北市,新店區,環河段
F_07_0777,新北市,新店區,北新段
F_07_0778,新北市,新店區,北宜段
F_07_0779,新北市,新店區,碧潭段
F_07_0780,新北市,新店區,寶強段
F_07_0781,新北市,新店區,寶橋段
F_07_0782,新北市,新店區,寶興段
F_07_0783,新北市,新店區,五峰段
F_07_0784,新北市,新店區,惠國段
F_07_0785,新北市,新店區,秀岡一段
F_07_0787,新北市,新店區,秀岡三段
F_07_0788,新北市,新店區,秀岡四段
F_07_0789,新北市,新店區,行政段
F_07_0790,新北市,新店區,光明段
F_07_0791,新北市,新店區,文山段
F_07_0792,新北市,新店區,新坡段
F_07_0793,新北市,新店區,廣明段
F_07_0797,新北市,新店區,太平段
F_07_0798,新北市,新店區,永業段
F_07_0799,新北市,新店區,新和段
F_07_0800,新北市,新店區,安和段
F_07_0801,新北市,新店區,安德段
F_07_0802,新北市,新店區,民安段
F_07_0826,新北市,新店區,栗子園段
F_07_0833,新北市,新店區,安康段
F_07_0834,新北市,新店區,安華段
F_07_0835,新北市,新店區,陽光段
F_07_0836,新北市,新店區,黎明段
F_07_0837,新北市,新店區,小城段
F_07_0838,新北市,新店區,玫瑰段
F_07_0839,新北市,新店區,安豐段
F_07_0840,新北市,新店區,蘭溪段
F_07_0841,新北市,新店區,香坡段
F_07_0842,新北市,新店區,雙城段
F_07_0843,新北市,新店區,安泰段
F_07_0844,新北市,新店區,錦秀段
F_07_0845,新北市,新店區,秀水段
F_07_0846,新北市,新店區,竹林段
F_07_0847,新北市,新店區,安興段
F_07_0848,新北市,新店區,祥和段
F_07_0849,新北市,新店區,安城段
F_07_0850,新北市,新店區,濛濛谷段
F_07_0851,新北市,新店區,櫻花段
F_07_0852,新北市,新店區,梅花湖段
F_07_0853,新北市,新店區,斯馨段
F_07_0854,新北市,新店區,新烏段
F_07_0857,新北市,新店區,新龜山段
F_07_0858,新北市,新店區,松林段
F_07_0859,新北市,新店區,雙溪口段
F_07_0860,新北市,新店區,長福段
F_07_0861,新北市,新店區,新小坑段
F_08_0580,新北市,石碇區,大溪墘段大溪墘小段
F_08_0581,新北市,石碇區,大溪墘段大湖格小段
F_08_0582,新北市,石碇區,大溪墘段籐寮坑小段
F_08_0583,新北市,石碇區,大溪墘段下紙寮坑小段
F_08_0584,新北市,石碇區,大溪墘段蚯蚓坑小段
F_08_0585,新北市,石碇區,雙溪段串空湖小段
F_08_0586,新北市,石碇區,雙溪段雙溪小段
F_08_0587,新北市,石碇區,雙溪段吊橋小段
F_08_0588,新北市,石碇區,蓬菜寮段蓬菜寮小段
F_08_0589,新北市,石碇區,蓬菜寮段蕃薯寮小段
F_08_0590,新北市,石碇區,蓬菜寮段半路店小段
F_08_0591,新北市,石碇區,蓬菜寮段湳子小段
F_08_0592,新北市,石碇區,蓬菜寮段小粗坑小段
F_08_0593,新北市,石碇區,烏塗窟段烏塗窟小段
F_08_0594,新北市,石碇區,烏塗窟段摸乳巷小段
F_08_0595,新北市,石碇區,烏塗窟段溪邊寮小段
F_08_0596,新北市,石碇區,烏塗窟段員山子小段
F_08_0597,新北市,石碇區,烏塗窟段蛇舌子小段
F_08_0598,新北市,石碇區,烏塗窟段橫坪小段
F_08_0599,新北市,石碇區,烏塗窟段四分子小段
F_08_0600,新北市,石碇區,烏塗窟段樟空子小段
F_08_0601,新北市,石碇區,烏塗窟段月扇湖小段
F_08_0602,新北市,石碇區,烏塗窟段大格門小段
F_08_0603,新北市,石碇區,小格頭段小格頭小段
F_08_0604,新北市,石碇區,小格頭段內楒子腳小段
F_08_0605,新北市,石碇區,小格頭段外楒子腳小段
F_08_0606,新北市,石碇區,小格頭段楠枋寮小段
F_08_0607,新北市,石碇區,小格頭段中楒子腳小段
F_08_0608,新北市,石碇區,小格頭段崙尾寮小段
F_08_0609,新北市,石碇區,小格頭段五郎寮小段
F_08_0610,新北市,石碇區,小格頭段塗潭小段
F_08_0611,新北市,石碇區,小格頭段荖寮小段
F_08_0612,新北市,石碇區,小格頭段車閂寮小段
F_08_0613,新北市,石碇區,小格頭段十股寮小段
F_08_0614,新北市,石碇區,小格頭段水底寮小段
F_08_0615,新北市,石碇區,小格頭段直潭小段
F_08_0616,新北市,石碇區,小格頭段潭腰小段
